date,items,employeeId,customerId,totalCost,_id
Thu Sep 21 2017 01:30:36 GMT+1000 (Australian Eastern Standard Time),",water=48[$200],banana=1[$2],bread=45[$2],coke=49[$10]",default,default,10182,0TDkyT5SthKVPZV2
Wed Nov 04 2020 17:28:54 GMT+1100 (Australian Eastern Daylight Time),",banana=3[$2],apple=44[$3],bread=8[$2],lip stick=23[$40],coke=18[$10],water=19[$200],fanta=34[$25]",default,default,5904,0V7KlAqTJIlhCr1V
Sun Aug 11 2013 03:45:49 GMT+1000 (Australian Eastern Standard Time),",bread=7[$2],banana=47[$2],coke=42[$10]",default,default,528,0WCryylwat47dFJn
Tue Mar 13 2012 01:28:24 GMT+1100 (Australian Eastern Daylight Time),",apple=18[$3],soup=13[$1],lip stick=3[$40],fanta=5[$25],bread=21[$2],banana=39[$2],coke=9[$10],water=40[$200]",default,default,8522,0WpsOkzC37GR9zUf
Wed Feb 13 2019 12:22:11 GMT+1100 (Australian Eastern Daylight Time),",water=33[$200],banana=37[$2]",default,default,6674,0X9qNndSFoLvTNbu
Wed May 10 2017 08:49:02 GMT+1000 (Australian Eastern Standard Time),",soup=2[$1],banana=45[$2],bread=45[$2],lip stick=6[$40],water=26[$200],apple=25[$3],fanta=4[$25],coke=40[$10]",default,default,6197,0akS9Y3o1Wo5SsRc
Sun Oct 14 2012 10:32:17 GMT+1100 (Australian Eastern Daylight Time),",lip stick=14[$40],banana=5[$2],bread=17[$2],coke=12[$10],soup=47[$1],apple=36[$3],fanta=18[$25]",default,default,1329,0ch0LRCgGpJAS9gA
Sun Dec 29 2019 06:27:48 GMT+1100 (Australian Eastern Daylight Time),",fanta=43[$25],water=21[$200],lip stick=47[$40],soup=48[$1],bread=18[$2],apple=27[$3],banana=4[$2],coke=42[$10]",default,default,7748,0ds54GUkYYm2x1fr
Thu Apr 17 2014 06:59:17 GMT+1000 (Australian Eastern Standard Time),",fanta=25[$25],coke=7[$10],bread=12[$2],banana=44[$2],lip stick=5[$40],soup=14[$1],water=8[$200],apple=14[$3]",default,default,2663,0fkne7WFC8NPyMPW
Wed Mar 31 2021 22:24:34 GMT+1100 (Australian Eastern Daylight Time),",soup=49[$1],fanta=20[$25],apple=17[$3],coke=32[$10],bread=49[$2],banana=43[$2],water=17[$200],lip stick=36[$40]",default,default,5944,0i3mQegkBfhB3NaM
Fri Apr 04 2014 01:07:46 GMT+1100 (Australian Eastern Daylight Time),",bread=37[$2],lip stick=3[$40],water=4[$200],soup=42[$1],coke=45[$10],fanta=7[$25],banana=26[$2],apple=35[$3]",default,default,1818,0izC5CciPWev466m
Mon Jun 25 2018 16:58:52 GMT+1000 (Australian Eastern Standard Time),",banana=5[$2],lip stick=43[$40],soup=24[$1],fanta=10[$25],water=4[$200],bread=31[$2],coke=34[$10],apple=20[$3]",default,default,3266,0kb1t5wtxw64JOlV
Tue Dec 03 2013 07:52:50 GMT+1100 (Australian Eastern Daylight Time),",fanta=23[$25],banana=46[$2],water=7[$200],apple=12[$3],bread=6[$2],coke=41[$10],soup=23[$1],lip stick=8[$40]",default,default,2868,0lqYIjqeokSx2Rkb
Wed Mar 01 2017 18:48:26 GMT+1100 (Australian Eastern Daylight Time),",lip stick=20[$40],banana=50[$2],bread=21[$2],coke=28[$10],water=34[$200],fanta=9[$25]",default,default,8247,0m9OQPJwRvj66Kfu
Fri Oct 16 2015 02:27:57 GMT+1100 (Australian Eastern Daylight Time),",water=15[$200],apple=13[$3],coke=45[$10],banana=31[$2],bread=14[$2],soup=7[$1],fanta=49[$25],lip stick=20[$40]",default,default,5611,0sQqBX82Szcptpn9
Thu Feb 05 2015 16:40:31 GMT+1100 (Australian Eastern Daylight Time),",banana=48[$2],lip stick=12[$40],soup=9[$1],bread=9[$2],water=35[$200],coke=21[$10],fanta=36[$25],apple=40[$3]",default,default,8833,0tehyMXlHdLABRzk
Mon Jun 08 2020 13:20:21 GMT+1000 (Australian Eastern Standard Time),",lip stick=13[$40],fanta=31[$25],bread=23[$2],water=42[$200],apple=46[$3],coke=22[$10],banana=2[$2]",default,default,10103,0uOETH609eAGEp3V
Fri Dec 29 2017 16:45:43 GMT+1100 (Australian Eastern Daylight Time),",banana=43[$2],coke=43[$10],bread=19[$2],lip stick=14[$40],soup=18[$1],fanta=36[$25],apple=16[$3],water=36[$200]",default,default,9280,0vn1ETcXFq1raJvx
Sat Jun 06 2015 15:26:49 GMT+1000 (Australian Eastern Standard Time),",apple=26[$3],coke=6[$10]",default,default,138,0xQ9k59rdsHQLbG2
Thu Oct 11 2018 06:50:29 GMT+1100 (Australian Eastern Daylight Time),",banana=6[$2],lip stick=17[$40],soup=32[$1],water=32[$200],bread=28[$2],coke=38[$10],fanta=44[$25],apple=6[$3]",default,default,8678,0xvDyKQO3Ezv82cs
Tue Apr 16 2013 19:53:59 GMT+1000 (Australian Eastern Standard Time),",water=38[$200],banana=35[$2],coke=25[$10],fanta=25[$25]",default,default,8545,0z1erjchbqHJBSYC
Sat Oct 19 2013 21:33:11 GMT+1100 (Australian Eastern Daylight Time),",bread=34[$2],water=24[$200],fanta=28[$25],lip stick=7[$40],coke=16[$10],apple=42[$3],banana=32[$2]",default,default,6198,128sIOb80w2dEs4g
Sun Jun 11 2017 03:11:34 GMT+1000 (Australian Eastern Standard Time),",water=4[$200],lip stick=18[$40],coke=11[$10],soup=20[$1],banana=31[$2],apple=9[$3],bread=4[$2],fanta=33[$25]",default,default,2572,12ak1g5Hw3iBAfaz
Thu Jun 02 2016 05:39:02 GMT+1000 (Australian Eastern Standard Time),",bread=40[$2],water=5[$200],lip stick=37[$40],fanta=17[$25],soup=39[$1],coke=38[$10],apple=40[$3]",default,default,3524,17sl4w2cAPQvBX4m
Thu Jan 04 2018 19:53:41 GMT+1100 (Australian Eastern Daylight Time),",soup=35[$1],apple=15[$3]",default,default,80,18cjDC47bH56NkcK
Wed Sep 17 2014 09:40:02 GMT+1000 (Australian Eastern Standard Time),",apple=44[$3],coke=33[$10],lip stick=3[$40],bread=14[$2],fanta=16[$25],water=20[$200],banana=30[$2],soup=8[$1]",default,default,5078,1BPxsUDWrvJG8Meq
Fri Jan 11 2013 01:23:20 GMT+1100 (Australian Eastern Daylight Time),",coke=35[$10],apple=32[$3],soup=43[$1],water=11[$200],lip stick=10[$40],fanta=17[$25],bread=34[$2],banana=2[$2]",default,default,3586,1H4PRdCV9NVml10Q
Sun Sep 23 2018 01:42:13 GMT+1000 (Australian Eastern Standard Time),",bread=1[$2],water=5[$200],fanta=32[$25],soup=18[$1],apple=28[$3],lip stick=43[$40],banana=41[$2]",default,default,3706,1Lu24YzIFUA4EcZo
Thu Feb 21 2019 15:49:25 GMT+1100 (Australian Eastern Daylight Time),",banana=22[$2],soup=17[$1],fanta=9[$25],apple=11[$3],bread=44[$2],coke=21[$10],lip stick=18[$40]",default,default,1337,1MTiQbvHExWj3PtY
Wed Sep 28 2016 23:50:16 GMT+1000 (Australian Eastern Standard Time),",water=21[$200],coke=49[$10],fanta=35[$25],banana=43[$2],bread=48[$2],apple=5[$3]",default,default,5762,1NG6cwZidfJWYR56
Fri Apr 28 2017 20:03:24 GMT+1000 (Australian Eastern Standard Time),",lip stick=33[$40],soup=13[$1]",default,default,1333,1NpZT0NVjF91rnat
Sun Jun 24 2012 09:49:48 GMT+1000 (Australian Eastern Standard Time),",coke=46[$10],lip stick=4[$40],bread=48[$2],fanta=17[$25],banana=4[$2],apple=47[$3],soup=36[$1]",default,default,1326,1O7Hatbo2e3rT11E
Tue Dec 20 2016 18:29:06 GMT+1100 (Australian Eastern Daylight Time),",water=43[$200],soup=13[$1],banana=20[$2],coke=50[$10],bread=34[$2],apple=34[$3],lip stick=38[$40]",default,default,10843,1P8plcgAeJH821Xh
Mon May 09 2016 21:51:47 GMT+1000 (Australian Eastern Standard Time),",bread=18[$2],soup=49[$1],apple=1[$3],banana=6[$2],lip stick=31[$40],coke=33[$10],water=13[$200],fanta=18[$25]",default,default,4720,1QSBqhX4h4JZJSh5
Sat Jan 25 2014 21:22:35 GMT+1100 (Australian Eastern Daylight Time),",apple=6[$3],lip stick=16[$40],banana=19[$2],coke=43[$10],bread=16[$2],fanta=5[$25],water=27[$200],soup=19[$1]",default,default,6702,1R0zCKsPpLMyD5rG
Tue May 27 2014 17:12:36 GMT+1000 (Australian Eastern Standard Time),",lip stick=27[$40],banana=46[$2],soup=44[$1],coke=3[$10],fanta=38[$25],bread=23[$2],apple=44[$3],water=27[$200]",default,default,7774,1TcH3Vu7wEtyQJ4w
Sat May 14 2016 17:11:27 GMT+1000 (Australian Eastern Standard Time),",coke=18[$10],lip stick=49[$40],fanta=44[$25],soup=41[$1],water=18[$200],bread=40[$2],banana=34[$2],apple=25[$3]",default,default,7104,1X5Gd0YixkpY89W5
Wed Feb 17 2021 20:11:21 GMT+1100 (Australian Eastern Daylight Time),",banana=49[$2],apple=33[$3],bread=15[$2]",default,default,227,1b4BMAZYW1Hbb0zq
Sat Oct 12 2019 04:30:23 GMT+1100 (Australian Eastern Daylight Time),",water=37[$200],coke=24[$10],banana=12[$2],fanta=47[$25],soup=43[$1],apple=2[$3],bread=11[$2],lip stick=21[$40]",default,default,9750,1bQy3EoH7IX2IbJ7
Sun May 10 2015 21:08:27 GMT+1000 (Australian Eastern Standard Time),",apple=12[$3],fanta=4[$25],soup=10[$1],bread=7[$2],water=25[$200],banana=21[$2],coke=23[$10],lip stick=24[$40]",default,default,6392,1cGnKlJG9y5lEPjj
Mon Dec 03 2018 11:58:14 GMT+1100 (Australian Eastern Daylight Time),",bread=1[$2],lip stick=43[$40],fanta=15[$25],coke=12[$10],soup=46[$1],banana=4[$2],water=31[$200],apple=6[$3]",default,default,8489,1cpCX5kh6nncf1tb
Thu Aug 23 2018 00:31:27 GMT+1000 (Australian Eastern Standard Time),",fanta=33[$25],coke=20[$10],banana=9[$2],lip stick=42[$40],apple=29[$3],bread=50[$2],water=3[$200],soup=50[$1]",default,default,3560,1dRcUe53MhcGAooC
Wed Jan 03 2018 11:09:48 GMT+1100 (Australian Eastern Daylight Time),",apple=10[$3],lip stick=14[$40],fanta=29[$25],soup=30[$1],banana=23[$2],bread=4[$2],coke=49[$10],water=21[$200]",default,default,6089,1ea0NOOBPk9sUZwq
Wed Oct 14 2020 20:10:49 GMT+1100 (Australian Eastern Daylight Time),",soup=38[$1],lip stick=13[$40],apple=44[$3],banana=19[$2],coke=5[$10],fanta=2[$25],bread=10[$2]",default,default,848,1gfsLgNXOLxPSCBh
Tue Feb 16 2016 16:47:24 GMT+1100 (Australian Eastern Daylight Time),",lip stick=1[$40],apple=32[$3],water=19[$200],banana=18[$2],coke=25[$10],soup=12[$1],bread=47[$2],fanta=19[$25]",default,default,4803,1o66wQb3ky7vp76V
Mon May 07 2012 11:22:50 GMT+1000 (Australian Eastern Standard Time),",bread=49[$2],fanta=45[$25],coke=26[$10],water=47[$200],soup=15[$1],banana=47[$2],lip stick=9[$40],apple=22[$3]",default,default,11418,1rwdJSPBhLBef4Mr
Sun Mar 30 2014 22:48:25 GMT+1100 (Australian Eastern Daylight Time),",bread=48[$2],soup=50[$1],apple=17[$3],coke=14[$10],water=9[$200],banana=8[$2]",default,default,2153,1yQ5XOLqW035O20L
Sun Nov 03 2019 22:11:11 GMT+1100 (Australian Eastern Daylight Time),",bread=43[$2],water=10[$200],soup=21[$1],coke=6[$10],lip stick=33[$40],fanta=37[$25],apple=50[$3]",default,default,4562,1zcorvc8lHYghm54
Fri Nov 02 2012 05:34:24 GMT+1100 (Australian Eastern Daylight Time),",bread=1[$2],soup=13[$1],apple=47[$3],banana=30[$2],water=6[$200],lip stick=35[$40],fanta=35[$25],coke=28[$10]",default,default,3971,25lHrwRPNsB6CJc7
Fri Mar 13 2020 11:14:29 GMT+1100 (Australian Eastern Daylight Time),",banana=47[$2],coke=14[$10],water=30[$200],lip stick=26[$40],apple=31[$3],soup=11[$1],bread=39[$2],fanta=30[$25]",default,default,8206,25uxg0YcydAi8Jn9
Tue Jan 17 2017 11:21:48 GMT+1100 (Australian Eastern Daylight Time),",coke=48[$10],soup=30[$1],banana=9[$2],lip stick=23[$40],apple=31[$3]",default,default,1541,2ArMXP5BAARvdlwh
Tue Apr 07 2020 09:13:56 GMT+1000 (Australian Eastern Standard Time),",bread=31[$2],coke=43[$10],apple=11[$3],water=11[$200],banana=42[$2],soup=7[$1],lip stick=50[$40],fanta=50[$25]",default,default,6066,2B46xNO5K3mlxYrx
Wed Sep 19 2018 16:10:49 GMT+1000 (Australian Eastern Standard Time),",water=19[$200],soup=44[$1],banana=16[$2],coke=34[$10],lip stick=1[$40],apple=6[$3],fanta=6[$25],bread=20[$2]",default,default,4464,2CRefR6mWHSF0AKi
Thu Jul 13 2017 18:54:00 GMT+1000 (Australian Eastern Standard Time),",coke=27[$10],apple=31[$3],bread=47[$2],banana=39[$2],lip stick=47[$40],water=28[$200]",default,default,8015,2DRlCY1UVBUDAuU1
Tue May 15 2012 14:03:23 GMT+1000 (Australian Eastern Standard Time),",fanta=41[$25],bread=7[$2]",default,default,1039,2FcFumu71IBt8gjs
Sun Mar 14 2021 17:13:50 GMT+1100 (Australian Eastern Daylight Time),",soup=16[$1],lip stick=20[$40],banana=27[$2],bread=16[$2],apple=48[$3],coke=17[$10],fanta=7[$25],water=12[$200]",default,default,3791,2GRoqRVsA35P5T94
Mon Feb 06 2012 16:04:51 GMT+1100 (Australian Eastern Daylight Time),",lip stick=33[$40],water=7[$200],fanta=39[$25],banana=46[$2],bread=49[$2],coke=44[$10],soup=14[$1],apple=47[$3]",default,default,4480,2GkNN5WjkaJoETp2
Sat Jan 18 2020 21:50:55 GMT+1100 (Australian Eastern Daylight Time),",banana=37[$2],fanta=1[$25],soup=49[$1],apple=13[$3],coke=30[$10],lip stick=40[$40],bread=15[$2]",default,default,2117,2IGaIPvKCY27c0oA
Thu Aug 04 2016 18:12:33 GMT+1000 (Australian Eastern Standard Time),",water=25[$200],bread=9[$2],soup=34[$1],coke=1[$10],apple=24[$3],fanta=34[$25],lip stick=50[$40],banana=2[$2]",default,default,7988,2IwOFAXCRk6QJIVZ
Wed Nov 05 2014 07:14:26 GMT+1100 (Australian Eastern Daylight Time),",lip stick=8[$40],apple=22[$3],soup=31[$1],water=48[$200],fanta=3[$25],coke=20[$10],banana=39[$2],bread=23[$2]",default,default,10416,2MKUTlCnz9NgpcXD
Thu Jul 27 2017 18:58:55 GMT+1000 (Australian Eastern Standard Time),",banana=31[$2],soup=17[$1],coke=4[$10],apple=17[$3],fanta=45[$25],bread=30[$2],lip stick=26[$40]",default,default,2395,2O5EDHsbeDG4Udzw
Wed May 12 2021 18:40:49 GMT+1000 (Australian Eastern Standard Time),",fanta=35[$25],water=6[$200],apple=49[$3],banana=1[$2],bread=36[$2],soup=46[$1],lip stick=22[$40],coke=31[$10]",default,default,3532,2OdPbeq4Gr7pqDIx
Fri Nov 06 2015 00:47:52 GMT+1100 (Australian Eastern Daylight Time),",banana=8[$2],bread=13[$2],soup=5[$1],lip stick=39[$40],apple=19[$3],fanta=31[$25],coke=19[$10],water=16[$200]",default,default,5829,2UFtOCVNGeAOKC6E
Mon Oct 15 2012 22:57:43 GMT+1100 (Australian Eastern Daylight Time),",apple=7[$3],soup=50[$1],bread=10[$2],lip stick=37[$40],fanta=47[$25],coke=37[$10],water=3[$200],banana=40[$2]",default,default,3796,2VLKKIp7VV2ZjmuW
Thu Jan 04 2018 12:39:02 GMT+1100 (Australian Eastern Daylight Time),",soup=34[$1],apple=3[$3],lip stick=26[$40],coke=26[$10],water=18[$200],banana=26[$2],bread=34[$2],fanta=11[$25]",default,default,5338,2YQx2MeZGJNQe4mJ
Thu May 07 2015 12:14:41 GMT+1000 (Australian Eastern Standard Time),",fanta=36[$25],coke=43[$10],apple=50[$3],banana=18[$2],lip stick=50[$40],soup=36[$1],water=46[$200],bread=1[$2]",default,default,12754,2Yi1vShhc6Qxq92F
Mon Jul 22 2019 14:37:11 GMT+1000 (Australian Eastern Standard Time),",apple=11[$3],bread=13[$2],coke=23[$10],soup=9[$1],water=39[$200],fanta=26[$25],banana=40[$2],lip stick=41[$40]",default,default,10468,2bbVxVBYJD7nWOt2
Tue Mar 30 2021 20:27:29 GMT+1100 (Australian Eastern Daylight Time),",lip stick=39[$40],banana=36[$2],water=24[$200],bread=4[$2],apple=13[$3],soup=11[$1],fanta=17[$25],coke=43[$10]",default,default,7345,2cjtvSCl6yIeoqCw
Thu Jun 21 2018 16:10:57 GMT+1000 (Australian Eastern Standard Time),",fanta=47[$25],coke=33[$10],soup=48[$1],water=1[$200],apple=38[$3],banana=41[$2],lip stick=26[$40]",default,default,2989,2dcNUKqQoFFFd779
Wed Nov 15 2017 10:56:40 GMT+1100 (Australian Eastern Daylight Time),",banana=15[$2],lip stick=28[$40],bread=26[$2],water=32[$200],apple=45[$3],coke=35[$10],soup=33[$1]",default,default,8120,2hTXvcyUoGpv5Czc
Sat Jan 14 2017 15:20:15 GMT+1100 (Australian Eastern Daylight Time),",fanta=7[$25],lip stick=8[$40],bread=36[$2],banana=27[$2],soup=42[$1],water=42[$200]",default,default,9063,2l1FsHg7w0BZGe7s
Thu Feb 05 2015 01:00:34 GMT+1100 (Australian Eastern Daylight Time),",bread=45[$2],banana=24[$2],water=29[$200],fanta=10[$25],soup=20[$1],apple=26[$3],lip stick=3[$40],coke=46[$10]",default,default,6866,2qpStXxid2BtzYt8
Tue Jun 16 2015 08:23:02 GMT+1000 (Australian Eastern Standard Time),",soup=46[$1],banana=27[$2],apple=29[$3],coke=25[$10],bread=19[$2],fanta=35[$25]",default,default,1350,2raDwHQEntUoEgBM
Sun Apr 19 2015 18:56:35 GMT+1000 (Australian Eastern Standard Time),",bread=38[$2],soup=13[$1],coke=12[$10],water=24[$200]",default,default,5009,2sY9VFJwNJPxf6tF
Wed Jun 27 2012 00:15:49 GMT+1000 (Australian Eastern Standard Time),",fanta=14[$25],coke=34[$10],soup=30[$1],apple=24[$3],banana=21[$2],water=1[$200]",default,default,1034,2uEd8wOTItepI7ta
Sun Jan 31 2021 21:00:43 GMT+1100 (Australian Eastern Daylight Time),",lip stick=37[$40],fanta=39[$25],apple=29[$3],banana=28[$2],bread=37[$2],water=5[$200],coke=46[$10],soup=2[$1]",default,default,4134,2wWP9caNl8N7GqKc
Tue Jul 14 2020 07:20:27 GMT+1000 (Australian Eastern Standard Time),",apple=50[$3],water=11[$200],banana=30[$2],soup=28[$1],fanta=7[$25],coke=28[$10],bread=20[$2],lip stick=25[$40]",default,default,3933,2xLgn7GF1E4qzD1D
Sun Jun 09 2019 01:16:35 GMT+1000 (Australian Eastern Standard Time),",coke=10[$10],water=16[$200],banana=40[$2],soup=27[$1],fanta=23[$25],bread=37[$2],lip stick=27[$40],apple=29[$3]",default,default,5223,2ywGNT7gtA3yS8sX
Thu Jun 29 2017 07:41:43 GMT+1000 (Australian Eastern Standard Time),",water=41[$200],fanta=24[$25],apple=6[$3],coke=20[$10],lip stick=30[$40],soup=3[$1]",default,default,10221,32lMke5riKZOioTn
Sun Feb 10 2013 20:10:39 GMT+1100 (Australian Eastern Daylight Time),",fanta=17[$25],water=29[$200],lip stick=50[$40],soup=49[$1],apple=5[$3],coke=26[$10],banana=3[$2],bread=48[$2]",default,default,8651,36IAgUuYT4ZKFwh3
Thu Nov 29 2018 13:06:29 GMT+1100 (Australian Eastern Daylight Time),",bread=9[$2],apple=24[$3],coke=18[$10],water=48[$200],lip stick=7[$40],banana=47[$2],soup=27[$1]",default,default,10271,38jgg1VKxIA5K9ci
Fri Oct 11 2019 13:58:05 GMT+1100 (Australian Eastern Daylight Time),",soup=9[$1],banana=50[$2],bread=40[$2],coke=44[$10],apple=21[$3],lip stick=33[$40],fanta=5[$25],water=28[$200]",default,default,7737,39rqorEPMVGKo5U2
Sat Aug 11 2018 06:46:24 GMT+1000 (Australian Eastern Standard Time),",coke=25[$10],soup=6[$1],apple=6[$3],banana=33[$2],fanta=41[$25],water=6[$200],lip stick=37[$40],bread=25[$2]",default,default,4095,39u8h50nZhS6bIiv
Mon May 15 2017 18:03:34 GMT+1000 (Australian Eastern Standard Time),",banana=33[$2],apple=2[$3],water=29[$200],bread=16[$2],fanta=31[$25],lip stick=31[$40],soup=21[$1]",default,default,7940,3IkCx2g03P4ISbNX
Sun Apr 21 2019 07:41:49 GMT+1000 (Australian Eastern Standard Time),",bread=41[$2],lip stick=36[$40],coke=49[$10],apple=42[$3],soup=48[$1],water=33[$200],fanta=27[$25]",default,default,9461,3LnMi3kg1SoIIp8R
Sun Sep 13 2015 08:26:30 GMT+1000 (Australian Eastern Standard Time),",soup=40[$1],apple=8[$3],water=47[$200],coke=6[$10],bread=10[$2],banana=39[$2],fanta=50[$25]",default,default,10872,3OaB9unCil7M5vp2
Mon May 17 2021 01:10:14 GMT+1000 (Australian Eastern Standard Time),",soup=41[$1],apple=50[$3],coke=39[$10],banana=28[$2],bread=29[$2],fanta=15[$25],water=29[$200],lip stick=49[$40]",default,default,8830,3QGrEXMerJAC7KBO
Fri Nov 14 2014 03:33:17 GMT+1100 (Australian Eastern Daylight Time),",lip stick=10[$40],soup=20[$1],coke=23[$10],fanta=37[$25],banana=49[$2],bread=37[$2],apple=45[$3]",default,default,1882,3Vk8ekXDYhU8FZrx
Sun Dec 02 2012 10:58:07 GMT+1100 (Australian Eastern Daylight Time),",fanta=3[$25],soup=43[$1],banana=44[$2],apple=47[$3],water=5[$200],bread=12[$2],coke=39[$10]",default,default,1761,3Vu9AI7Tn1EY2K49
Fri Oct 28 2016 02:56:24 GMT+1100 (Australian Eastern Daylight Time),",fanta=26[$25],lip stick=43[$40],coke=45[$10],bread=32[$2],water=36[$200],soup=2[$1],apple=16[$3]",default,default,10134,3XL1u35xWGwLm8uc
Tue Feb 17 2015 01:17:23 GMT+1100 (Australian Eastern Daylight Time),",apple=11[$3],bread=17[$2],fanta=13[$25],soup=45[$1],lip stick=8[$40],banana=12[$2],water=47[$200],coke=47[$10]",default,default,10651,3XhZIaFUYTY4v09E
Tue Nov 15 2016 13:40:46 GMT+1100 (Australian Eastern Daylight Time),",water=9[$200],coke=30[$10],lip stick=5[$40],bread=43[$2],fanta=11[$25]",default,default,2661,3YJDXkzNtgKjfOwr
Thu Apr 23 2015 08:35:50 GMT+1000 (Australian Eastern Standard Time),",water=41[$200],apple=48[$3],lip stick=5[$40],banana=4[$2],soup=21[$1],fanta=36[$25],coke=34[$10],bread=1[$2]",default,default,9815,3ZGYte1kTAqGvNdn
Wed May 30 2012 05:27:03 GMT+1000 (Australian Eastern Standard Time),",fanta=8[$25],lip stick=21[$40],bread=16[$2],soup=13[$1],banana=50[$2],coke=43[$10],water=7[$200],apple=29[$3]",default,default,3102,3cBRx8oaDfZXnzZG
Sat Jul 12 2014 04:48:28 GMT+1000 (Australian Eastern Standard Time),",coke=29[$10],soup=22[$1],apple=26[$3],fanta=45[$25],bread=41[$2],water=42[$200],banana=9[$2],lip stick=3[$40]",default,default,10135,3fPw71eGJscbBXpF
Wed Feb 13 2019 22:26:46 GMT+1100 (Australian Eastern Daylight Time),",soup=6[$1],apple=25[$3],bread=36[$2],banana=15[$2],water=37[$200],lip stick=9[$40],coke=29[$10]",default,default,8233,3h4mWPcIwEGiEI9A
Thu Feb 20 2020 18:55:35 GMT+1100 (Australian Eastern Daylight Time),",water=6[$200],coke=23[$10],apple=44[$3],soup=18[$1],lip stick=29[$40],banana=1[$2],bread=17[$2],fanta=27[$25]",default,default,3451,3jD6omRXEbaCpJyZ
Thu Oct 24 2019 14:13:56 GMT+1100 (Australian Eastern Daylight Time),",lip stick=18[$40],coke=41[$10],water=29[$200],soup=23[$1],fanta=41[$25],banana=1[$2],apple=14[$3],bread=33[$2]",default,default,8088,3ju5psh5UyCP4QAG
Fri Jun 12 2015 02:30:25 GMT+1000 (Australian Eastern Standard Time),",lip stick=32[$40],soup=38[$1],banana=29[$2],coke=28[$10],apple=22[$3],water=29[$200],fanta=4[$25]",default,default,7622,3pQDE5ShwPm82C9x
Thu Sep 10 2020 04:21:55 GMT+1000 (Australian Eastern Standard Time),",lip stick=29[$40],apple=7[$3],soup=50[$1],water=14[$200],coke=4[$10],banana=49[$2],fanta=30[$25]",default,default,4919,3qoRb97r27cVso8M
Mon Jul 02 2012 02:16:16 GMT+1000 (Australian Eastern Standard Time),",water=40[$200],lip stick=39[$40],bread=45[$2],fanta=40[$25],apple=15[$3],banana=28[$2],coke=23[$10],soup=38[$1]",default,default,11019,3rvrP8CODCEM6W0I
Fri May 15 2020 16:08:40 GMT+1000 (Australian Eastern Standard Time),",fanta=19[$25],lip stick=50[$40],apple=43[$3],soup=7[$1],water=12[$200],coke=32[$10],banana=21[$2],bread=15[$2]",default,default,5403,3stFP0eBGo2qB6DI
Wed Jan 30 2019 17:26:01 GMT+1100 (Australian Eastern Daylight Time),",water=22[$200],soup=28[$1],bread=26[$2],banana=5[$2],lip stick=47[$40],coke=8[$10],fanta=48[$25]",default,default,7650,3tYKwwwtER1R4haw
Tue Nov 14 2017 03:54:21 GMT+1100 (Australian Eastern Daylight Time),",water=27[$200],soup=21[$1],bread=33[$2],banana=42[$2],coke=44[$10],fanta=10[$25],lip stick=48[$40],apple=30[$3]",default,default,8271,3xtEF25TLd2Fccgk
